textID,text,selected_text,sentiment
a7036b7dfe, hahahaha wtf dianne????? who twitters that lol...i guess it depends who the person is.....,wtf,negative
96c5b4862c,listening to a new Stolen Sheep record,listening to a new Stolen Sheep record,neutral
b642906cab,Home from work. A few hours of sleep then putting some miles on the new bike.,Home from work. A few hours of sleep then putting some miles on the new bike.,neutral
c01f2329db,"says livejournal is being a bee-eye-tee-see-hedge. Dum dee dum, ok back to work!","says livejournal is being a bee-eye-tee-see-hedge. Dum dee dum, ok back to work!",neutral
8c1c2b26a4,always excited for a new chapter in my life. just didnt expect it to be so emotional.,so emotional.,negative
094218c2e7,in about half a hour i`m going to my english lesson...guess i`ll have to wait...and wait for a couple hours so i`m over with it.(( :S   )),i`ll have to wait..,negative
f854b71b06, hell yeah! Belgian beer is the bomb!!  :p,hell yeah!,positive
1ef247a527," hahahaha. im listening to my iTunes library, a bit of Sonia Dada atm,  ITs good",s good,positive
ba786311f9,http://twitpic.com/4we4j - Speed lessons on the main screens on center court! I had to take this pic,http://twitpic.com/4we4j - Speed lessons on the main screens on center court! I had to take this pic,neutral
191026b892,"  great pic,have to upload my pix tomo,I`ve no laptop tonight.",great,positive
915c66ead8,acsvxdcbgfn soccer now. shall see young phoebe after D: I don`t want her dressed up though,I don`t want her dressed up th,negative
d5ebd5f984, You win ... SIGH Rakeem,win,positive
969294b88a,live long and prosper,live long,positive
a1384fe216,"just got in from michaels and had some shreddies  im well tired, it was fun though ryan wright stoned = LOL","just got in from michaels and had some shreddies  im well tired, it was fun though ryan wright stoned = LOL",neutral
a62c8b0a01, Hey Charicee! How are u? Are you going to come to Italy again? please tell me yes,Hey Charicee! How are u? Are you going to come to Italy again? please tell me yes,neutral
823122597e, mean,mean,neutral
47ffe3c006,finished proofing the wedding from March .. now just waiting for export and upload before I can share  Still have 2 more sessions to do!,finished proofing the wedding from March .. now just waiting for export and upload before I can share  Still have 2 more sessions to do!,neutral
a546aa1fc0, lol yea im thinkin bday bash ! but everybodys lame wants to sit in the house instead of qo wit me  lol,lol yea im thinkin bday bash ! but everybodys lame wants to sit in the house instead of qo wit me  lol,neutral
18cfebfcf1,waiting for the battery to charge for my new DSLR,waiting for the battery to charge for my new DSLR,neutral
a0f4670541, My dad had to bury ours six weeks ago. She became his after I left for college fourteen years ago. Long time to have a kitty.,My dad had to bury ours six weeks ago. She became his after I left for college fourteen years ago. Long time to have a kitty.,neutral
4214f0e241," - Bless you as well sweetie, and i hope you have a wonderful weekend",#NAME?,positive
46dcf0b66d, you could say that. I left it in VT and have been Blackberryless since Tuesday Night. I`m lost,I`m lost,negative
3b3d48063c," it was a biligual sweatshop LOL I talk 2 him once in a while but not as much, he got an r6","but not as much,",negative
0c4c7d7f21,"super late for work, and got an earful from the PSYCHOPATH. GRRRR! Day, please get better","super late for work, and got an earful from the PSYCHOPATH. GRRRR! Day, please get better",neutral
4bd78cb8d0,just got outta work.  ....... Frankie`s house.,just got outta work.  ....... Frankie`s house.,neutral
2e5b0e62a4, kirk is hotter than spock,kirk is hotter than spock,neutral
bc84f21e3b,ShoesShoesShoes.YayYayYay.lol.IWouldPostATwitPic.ButIdntKnoHow2,ShoesShoesShoes.YayYayYay.lol.I,positive
70a246040e, Search for 'Asos coupons' in Google  Plenty to choose from,Search for 'Asos coupons' in Google  Plenty to choose from,neutral
4bf07d44a1,'I want you in my mouth and my **** b!tch' mm jeffree rawks,'I want you in my mouth and my **** b!tch' mm jeffree rawks,neutral
49ff747ca1, - Does the 1st show count? That would be the midnight show Thurs night/Fri morning,Does the 1st show count? That would be the midnight show Thurs night/Fri morning,neutral
c62bc1aa71,Omg I can`t believe jay leno is going off the air,Omg I can`t believe jay leno is going off the air,neutral
b6ec6d35ed,I`m SO thinking about skippin out to NY in the morning. . . but all of my plans were for tonight  well . . . most of them anyway.,but all of my plans were for tonight  well . . . most of them anyway.,positive
b31f52a91e,Taking 40 underpriveledged kids to the circus 2moro. BIG day planned & I still aint feeling 100%  so nervous right now..,underpriveledged,negative
6d09b56028,"Enjoying a beautiful day off by hanging around the house. Pam is making a cake, but she won`t give me any",beautiful,positive
015a057c59,  it might be the swine flu! haha `cause i`ve got the flu,e swine flu,negative
b524839bd6,Happy Mothers day to all mums,Happy Mothers day,positive
6599743334,i can`t studyyyyyyyyyyyyyyyyyyyyyyyyy  i have an exam tom,can`t,negative
5dc85811dc,Is in starbucks,Is in starbucks,neutral
a5cb92d08b, Oceans 12,Oceans 12,neutral
f789f88a03,Waking up early to go to the gym,Waking up early to go to the gym,neutral
b519ba7eaf," Heavens, not good  I can empathise. Fingers crossed it doesn`t come to anything and you can sleep easy. Wishing for the best...","Heavens,",positive
1f49142f0c,"Out with Bre, Jimmy, and Jon P?","Out with Bre, Jimmy, and Jon P?",neutral
20771a6d9a,"So anyone looking for a vinyl-clad playset with a 30 year mfr warranty? 3 slides, 4 swing slots, rock climbing wall, more! Amish built!","So anyone looking for a vinyl-clad playset with a 30 year mfr warranty? 3 slides, 4 swing slots, rock climbing wall, more! Amish built!",neutral
f1cf465b7b,"Going to the Star Trek premier tomorrow night, uber stoked. I don`t care if I`m a nerd, Star Trek is amazecore!!",amazecore!!,positive
74e9f8da6b,I think I should hire one of those tranlsators.. because no one ever understands me....,because no one ever understands me....,negative
6ecab08a38,I overslept  headache,I overslept  headache,negative
12a0841cb4, Thanks G! My actual birthday is on Tuesday and I will be 24.,Thanks G!,positive
c00e8432c2,happy star wars dayyyy =D and hbd to uncle LEE,happy star wars dayyyy,positive
66629a38ef,bout to go to work,bout to go to work,neutral
8114133dba,its so nice.. I LUV KELLY...she`s such an amazing singer  LUV HER,she`s such an amazing singer,positive
00f5f7f9c5,4 more followers.. follow me and I`ll love you!! *pouts* Please?,love,positive
4a740beb70,In Kelantan! Good to be (sort of) home! :pI`m guilt stricken after having that turtle egg.  Really. Won`t do it again. Really.,Good to be (sort of) home! :pI`m guilt stricken,neutral
64d352606b," Trying to watch your vids, but the audio has been disabled","Trying to watch your vids, but the audio has been disabled",neutral
49d6a06d0c,Rats the Creative VADO`s are out of stock at walmart.com I`m too late.,too late.,negative
82f7a9886e,weather starting to be better  So just SHINE **,weather starting to be better  So just SHINE **,neutral
d967d8fe91," diapers??  Feeding?  Cooking?  I don`t do any of that stuff!!!  Hahaha... yeah, right!  Sounds like a normal day for me.","diapers??  Feeding?  Cooking?  I don`t do any of that stuff!!!  Hahaha... yeah, right!  Sounds like a normal day for",neutral
7adc7ea809, http://twitpic.com/4bckp - that should answer part of your question,http://twitpic.com/4bckp - that should answer part of your question,neutral
f82c9ce2b7, hope ya sleepin well  guys still here,hope ya sleepin well  guys,positive
95a6c29dc3, I wasn`t feeling it,I wasn`t feeling it,negative
e3ab05496b,Watching some vintage topgear,Watching some vintage topgear,neutral
865ed306cb,Follow Friday is a bit hard to do when my work kicks in on Fridays,hard,negative
f1bfd686e8," Thank you  How`s your daughter? And by the way, how did you get 1017 followers? :O",Thank you,positive
249bbd24bc,Realizing that I don`t have school today... or tomorrow... or for the next few months.  I really need to get on those job applications!,Realizing that I don`t have school today... or tomorrow... or for the next few months.  I really need to get on those job applications!,neutral
7651967ec9,"i want some grape soda, jack fowers` fault. also,  i wish i could see you play  are your uk gigs sold out? please reply!!!!!!!!","fault. also,  i wish i could see you play  are your uk gigs sold out? please reply!!!!!!!!",neutral
216703ba65, WOW.How sweet!,sweet!,positive
824aa064d2, - THANKS ! My motivation is returning at about the rate I`m inputting coffee  !,THANKS ! My motivation is returning at about the rate I`m inputting coffee,neutral
fbc0f03d51, oh..keep working on it..you can always make it a little smaller,oh..keep working on it..you can always make it a little smaller,neutral
4d967b142e, Just saw you on TV for the Best Job in the World. Good luck.,r the Best Job in the World. Good luck.,positive
3bf7a25c9b,Happy Mothers Day!!!  <3,Happy Mothers Day!!!,positive
2b603d3169,had my last class with Scott and Julie today  going to miss them... they bought me a bottle of champagne as a congratulatory gift.,had my last class with Scott and Julie today  going to miss them... they bought me a bottle of champagne as a congratulatory gift.,neutral
4eec486ad7," hey i loved ACS but i had to see it online, is not here yet   cant wait to buy it!!! you look amazing there","y i loved ACS but i had to see it online, is not here yet   cant wait to buy it!!! you look amazing ther",positive
6562892a62,_ife not to forget cinnamon!,_ife not to forget cinnamon!,neutral
1e7784540e," I can understand, pains been part of my life for a long time now  I hope you feel a bit better soon.",", pains been part of my life for a long time now  I hope you feel a bit better soon.",neutral
be5c38dab3,might be at cornerstone this year,might be at cornerstone this year,neutral
f73bf22385,sooo glad im home  floridia was fun!! back in ATL. time to sleep....then back up to work!!! constant grind.,glad,positive
abad0bb1d5,I was feeling guilty about buying a luxurious pair of shoes yesterday until my house mate just saw them and got over excited,I was feeling guilty about buying a luxurious pair of shoes yesterday until my house mate just saw them and got over excited,neutral
bc4f254bdd,"has burnt my hand on the cooker, it hurts",hurts,negative
33dab8fbaf, it`s like the library equivalent of 'it`s 5 o`clock somewhere.' someone else in on the ref desk somewhere,it`s like the library equivalent of 'it`s 5 o`clock somewhere.' someone else in on the ref desk somewhere,neutral
5a67d1f1b6, The episode was AMAZING...I cried when I saw the home videos they were soooooo cute,were soooooo cute,positive
d9d12cf0ce, I always feel guilty about it,s feel guilty,negative
a59829e6b2, no need to thank  we all just have to keep the good thought!,no need to thank  we all just have to keep the good thought!,neutral
032d67ca83,  ROFLMAO for the funny web portal  =D,e funny,positive
db0604e817,i really cant take this.,i really cant take this.,negative
eadba04b8a,  that would mean me babe! but **** it my name  is SUPER FREAKIN COOL! I give myself a pass! HA!,IN COO,positive
be239334dd,Its 11:11...make a wish!,wish!,positive
db8475bb3f,SBS 2003 or SBS 2008! Damned if you do and damned if you don`t!  Fun times at GCH!,Damned if you do and damned if you don`t!  Fun times at GCH!,neutral
05edc8f85a,net .. net .. net ..  hmm. bad weather .. weird summer!,bad weather .. weird summer!,negative
1800b2f4b8,is now on twitter.....,is now on twitter.....,neutral
1a8ff9899f, ugh I`m not doin too good,ugh I`m not doin too good,negative
9511a73ba5,She doesn`t believe spending many (many) thousands on a perfect wedding makes a happy couple.....A happy couple makes a perfect wedding,happy couple.,positive
6cf7b5f739," Miley, I tried voting for you, and it wont let me vote for some reason  Ill try back a little later! <3",it wont let me vote for some reason,negative
